ds,yhat,yhat_lower,yhat_upper,actual
2013-04-19,282377.53567942436,157084.63097126133,411550.92786450515,311588.70494
2013-04-20,472204.63961640163,339314.4805159513,606428.6376326804,459884.838043
2013-04-21,521792.1989803334,397176.2866323769,651880.2623719168,485721.032087
2013-04-22,309920.270252008,169755.10143989185,436893.3390824279,328886.320986
2013-04-23,263096.6141972681,128614.46022247149,390359.6882557512,302097.8329435
2013-04-24,289481.03495181585,155616.99814871806,420020.6906355066,310555.184925
2013-04-25,202873.82430602112,76490.36471725105,339970.1140107607,268790.618996
2013-04-26,273650.77819631936,150941.76146305358,398537.4864407219,304413.556952
2013-04-27,462301.63264050917,333409.49103343504,599403.4552765678,446665.337895
2013-04-28,511109.72473311995,386663.5839044596,634909.8082595584,477623.4729303
2013-04-29,264873.06571966235,139761.69274575534,381626.07264751603,328795.874018
2013-04-30,251064.63230897428,128318.89836368343,388431.422420218,310186.466894
2013-05-01,555461.197804775,420972.72712453135,683699.4272290361,507974.636889
2013-05-02,185710.88577302627,59395.986580505305,307602.4365805063,348709.460063
2013-05-03,261821.155970991,136373.75460317207,385956.3851450811,374291.2510323
2013-05-04,452157.343912435,314884.4741327106,582795.9109443496,520339.51596499997
2013-05-05,502973.220269853,369884.0416051712,639880.9483059134,580268.550981
2013-05-06,292619.6466949204,159828.94463130395,422796.0131370952,369869.383046
2013-05-07,246681.0170527711,118515.10647433912,369781.55611291697,317292.964148
2013-05-08,274576.0304242078,143434.49026894374,400526.452986577,332477.410968
2013-05-09,187337.34621644916,60199.90186174567,329845.4901931059,305868.0570225
2013-05-10,262875.89462801325,134027.06722276827,389201.4289274672,335937.441949
2013-05-11,455961.24785399437,317623.19304178376,581042.8049650351,512090.58108
2013-05-12,509434.1761471822,384170.278708043,627108.1103981778,387860.5050145
2013-05-13,298658.00771113695,171177.21011072156,416437.9626336904,350598.06187
2013-05-14,254516.13857241248,121949.4549900978,381697.7541958373,308469.313119
2013-05-15,282700.75286180974,148066.57456642116,417802.4078634978,329113.560081
2013-05-16,199173.12676302233,65929.83290066136,331933.19942617207,307556.946937
2013-05-17,278298.61938403605,145595.28524717255,399779.15519325883,330004.241998
2013-05-18,472537.5876782506,345880.0765335216,597938.8997400475,480969.558942
2013-05-19,526827.6549841841,400993.16238898743,655781.4181796326,518153.554009
2013-05-20,319499.0666824756,184974.9736387088,449111.98111869494,341787.214991
2013-05-21,275616.75861672946,144970.28860713777,400930.13468362775,307178.399952
2013-05-22,300778.67270161863,164600.0204721739,424967.67585394555,301785.4831075
2013-05-23,215402.74909102247,89940.40487011192,344021.9643084449,289261.058026
2013-05-24,253846.6713523398,119226.62923867919,388465.5237503931,398389.241982
2013-05-25,484997.4251926122,361373.36610056704,622096.7991015321,417930.141993
2013-05-26,538153.8387596959,412904.42642072635,663141.4704241626,450631.400068
2013-05-27,328500.18054068775,202114.1867308512,458793.52408306114,321630.8309235
2013-05-28,286072.63094446145,154452.01233779688,420154.7919018549,307329.1680565
2013-05-29,309880.05834300007,185950.5714945598,437164.07818703796,309333.380899
2013-05-30,223588.5898387724,91679.18094937812,359041.808546886,304344.849939
2013-05-31,295953.28910702013,163514.66706571454,431074.7935554585,330257.841975
2013-06-01,487860.0529311121,357088.018317948,618430.1954023129,566901.814988
2013-06-02,539719.0977103193,412158.4312083332,665543.5315049527,637698.494958
2013-06-03,331596.95854188077,200154.79438325725,466251.9045079464,426332.097995
2013-06-04,286553.5172841555,154991.7077236516,409996.6895107964,369705.160085
2013-06-05,312811.35511710326,179714.9085707442,440397.523593986,361791.080915
2013-06-06,226920.5895947407,103087.21376844404,353055.5359533526,317496.765891
2013-06-07,304310.1860466724,167004.13234715984,427803.3888675549,357673.087977
2013-06-08,495844.11598921166,370608.5846219443,625192.1516609661,466292.699096
2013-06-09,547496.6919709803,420522.7677896493,677859.5383806933,526804.730256
2013-06-10,336081.67905127327,203621.13337550496,463084.977911719,349754.291978
2013-06-11,290636.09083411715,160674.4930138492,418199.31097744976,283858.2159925
2013-06-12,317441.941057213,196966.39762657695,441318.05467397993,320173.5779987
2013-06-13,231198.14087717075,100565.83283892222,358515.1224938285,282886.9200452
2013-06-14,308577.2898574949,181521.78019414513,434475.61878546025,326956.74210719997
2013-06-15,500587.1926717266,368943.13394229684,629445.4420898389,505950.6668701
2013-06-16,552759.9883352732,425057.7277871846,677107.4298593602,435894.082881
2013-06-17,342475.92452282883,215727.17182208528,478001.0953832109,370944.271024
2013-06-18,299266.87363381113,171025.09402605318,426718.35103107366,320885.3399215
2013-06-19,325331.6834694692,203226.50994067383,457862.2579356705,319235.25797700003
2013-06-20,232223.08017550278,103973.65096888499,350046.6820130809,293877.944015
2013-06-21,305965.2237073517,166586.19203489053,419675.7152830417,319722.6870265
2013-06-22,498419.59507919825,371254.5783904621,616217.5666895935,446347.312096
2013-06-23,550991.7213431008,423525.016279582,683790.9801653819,504964.845142
2013-06-24,343313.75259344524,221500.0641344377,475815.94100729696,336631.9640383
2013-06-25,299642.123432316,165279.72995562037,424641.2989956048,305119.530064
2013-06-26,326777.3619679311,194193.0262845557,452054.30681357766,301847.2489636
2013-06-27,242835.86670427502,111565.08335233718,377351.38579352305,266525.458966
2013-06-28,317578.712323286,194545.06316129238,443006.65671624953,324210.971803
2013-06-29,510202.10124092875,372157.5864197612,638130.2043660623,509379.108146
2013-06-30,562923.8954906762,430360.1115694281,705445.8691603957,533481.693027
2013-07-01,355967.97213194304,226479.33044702458,489619.33446455345,441758.3880965
2013-07-02,315225.45445157343,186280.04261394296,432387.2277660969,390958.38408
2013-07-03,346235.0203087379,211242.38356639256,474440.8399689755,374551.917949
2013-07-04,259601.53793204096,134818.67219980352,390053.29484575003,327020.179028
2013-07-05,337761.63335050165,213881.05280841177,467655.6276268144,351401.500074
2013-07-06,530470.9953683229,400260.92615138873,670504.1600006196,479514.493924
2013-07-07,583255.5519436607,457236.9121333704,710922.1647984943,500606.073078
2013-07-08,373323.8708870042,241123.11513960492,509986.77992446854,365452.995017
2013-07-09,330218.16602831567,206485.91706869352,460232.90371570643,317279.1449993
2013-07-10,362393.3539738301,234356.29310072088,490650.8903282766,314134.886071
2013-07-11,272596.35803440615,150448.76571321842,407987.6783507005,281750.931023
2013-07-12,350336.5435784821,217108.77894091982,479500.9901830446,308786.438133
2013-07-13,542677.1743389328,405447.83522937377,668024.1332482573,432569.1022205
2013-07-14,594962.3947075505,466531.64696531586,717986.3071103777,438722.417857
2013-07-15,385136.551069593,257232.84249307262,517539.9061666409,348803.0469486
2013-07-16,339852.4619687593,210021.289556527,481320.31044956343,335516.229006
2013-07-17,366584.21358507243,237656.81099651114,494423.3563059927,324313.8180255
2013-07-18,281483.76993275445,151717.64399741567,417809.43409649277,287074.8739522
2013-07-19,356031.50762057747,218427.93469613217,488415.82040701015,313332.555049
2013-07-20,546876.5154894025,427750.9705629924,678796.4615602441,435497.731013
2013-07-21,597503.8306421633,470221.93392318307,727728.0320815707,437952.624049
2013-07-22,382685.4780170962,241843.24538586455,515496.6028778496,342802.29905
2013-07-23,337010.3888425371,211044.68604848912,469769.4878809086,316257.463107
2013-07-24,357628.6649749029,234486.96691223912,488755.73813702585,309243.7899995
2013-07-25,267705.3865263929,141278.85778067863,399224.36830899277,298074.2249247
2013-07-26,338722.14281564276,207883.07032445754,466190.4574033133,318745.692921
2013-07-27,527461.7715594312,397289.8549727191,659975.755368567,423890.5020012
2013-07-28,576044.1426349173,450345.21101919207,697964.6587578034,433358.6520873
2013-07-29,361560.9642332601,225847.21946686303,483724.0698553397,331493.2850525
2013-07-30,310460.7815001323,180106.28580039743,440108.98947041,318553.989932
2013-07-31,336248.24644844275,201078.68228171955,454640.86284721317,357982.979012
2013-08-01,250080.7687926476,123752.00257959023,374631.44798057387,397555.3181021
2013-08-02,319563.9184330986,190661.44433175976,444505.5932222263,393831.120007
2013-08-03,507621.8619056851,383468.4205694424,634389.4782750993,516956.846013
2013-08-04,555896.4655220744,429411.8220416934,665066.7725723314,514267.27594
2013-08-05,341177.95686151396,215182.620767293,468855.7329015254,407033.810946
2013-08-06,290924.7569758029,160695.62389088416,418088.29182622273,357263.854086
2013-08-07,312405.99942150974,186110.82673406927,449524.10228306666,351302.132003
2013-08-08,220684.04390479167,80542.52032912527,350699.8684134642,310953.0239315
2013-08-09,298545.3092460396,167417.8937318683,424366.79982477886,337521.667868
2013-08-10,465259.7372098374,336311.08099115413,596662.113383666,434184.94409
2013-08-11,539728.1387179206,409957.4854172326,671360.0754941526,434720.3230013
2013-08-12,328856.48423286487,195094.79067770301,460093.3520673306,349539.224033
2013-08-13,285318.9122142581,159392.1220704887,420652.80646970234,317103.331061
2013-08-14,312190.47575806535,183553.43578608823,430856.3217614046,324377.386893
2013-08-15,226928.03739337108,102066.38703000218,365602.5481233671,311043.17291
2013-08-16,304154.0850097649,166972.68128311817,434203.9282499827,364487.3218839
2013-08-17,498332.80936605466,366106.4834713577,624133.1043822602,448835.3109167
2013-08-18,553095.0201142764,426318.64799970516,689744.319945627,464053.7730675
2013-08-19,344919.5625209898,218973.6942092957,482415.966942973,362085.52696
2013-08-20,299809.7947140905,173675.72253717293,431120.8740951507,343046.11398
2013-08-21,328081.635805763,195732.54368096148,459769.24408998206,335724.643932
2013-08-22,246742.76005819743,124338.72690195568,378636.26573191356,306473.26098
2013-08-23,329258.3440808507,203165.6059660118,465542.0251033305,331906.369098
2013-08-24,525755.3404732087,389218.127872837,648737.1097975445,420576.154994
2013-08-25,582388.5749017294,451835.1512925739,722625.1004369183,443694.093754
2013-08-26,375313.1748103004,246391.48610094367,519924.0217807386,347159.6410143
2013-08-27,341120.8705681831,212615.32046407543,478781.99626513757,319688.2190185
2013-08-28,373502.77018518443,235299.56935687413,505077.400768417,319322.060993
2013-08-29,287180.58330059156,162466.13891996088,414878.08292155934,294518.685943
2013-08-30,365290.54530609923,238769.6094948397,493289.8658967384,354932.930947
2013-08-31,560735.051141731,425460.0500516685,689442.8894552906,523631.3811059
2013-09-01,615896.1067228327,486666.88733023737,738245.1093229672,640406.221875
2013-09-02,408075.60514708166,276477.11801753065,538792.6763590573,458792.960966
2013-09-03,367069.0441173262,247966.7425065021,498081.5477751328,397680.420032
2013-09-04,392566.0225226492,267980.6257184038,527876.1927450064,392565.48591
2013-09-05,308900.9563165237,176108.37928330517,446511.6762843458,330622.779063
2013-09-06,389149.2539119367,258459.9653960955,519567.664789187,335442.247929
2013-09-07,581833.1133933248,456467.87265953555,708260.2356236943,518584.247
2013-09-08,634260.5093816497,506785.58878338785,766007.0240789385,560852.005091
2013-09-09,421969.3384856977,297833.2293325153,548448.4765162861,377151.7070027
2013-09-10,373297.8225198796,246541.27721210467,502954.6596826367,308074.4658225
2013-09-11,399369.70335375174,276178.6760326031,528353.5965129355,323124.61885
2013-09-12,313447.39544496255,180896.09851602768,440754.1671905325,282855.730937
2013-09-13,387363.2196883937,251068.00177852617,517903.39402072335,319556.942029
2013-09-14,578682.1607752665,443143.6754954938,704595.8122992555,476364.004996
2013-09-15,630094.6779563281,495197.08585119236,762483.6040472973,532852.959041
2013-09-16,415733.9840815875,288023.3853291792,537440.6158175562,373229.840879
2013-09-17,368512.8330460256,235552.836592501,503005.20721674385,327282.949966
2013-09-18,399556.1525498311,267643.4242593589,525627.6054305895,315687.718926
2013-09-19,308394.3686853629,174259.90389932113,438147.8687613303,279580.372008
2013-09-20,380800.83852100343,246413.67595393327,507093.25902503607,331846.9039701
2013-09-21,572938.3779428347,442319.9290358393,703249.1395661773,468298.380896
2013-09-22,625337.0348003701,490784.4941743695,754150.6978323783,502068.7019007
2013-09-23,413335.31592401664,278083.33646709047,542857.2089719891,356043.0340047
2013-09-24,368684.4469207057,228096.65547590467,498446.4305861573,303333.392926
2013-09-25,394604.33888067346,268429.28578683676,524706.2429687142,312490.104996
2013-09-26,308865.02175595914,178986.19693765024,430377.9317242132,273057.8798588
2013-09-27,384593.1749465825,255117.07688711016,509920.01416246407,320246.574024
2013-09-28,577438.1436247991,443529.1185992649,701565.332159097,484903.6890081
2013-09-29,630299.524694929,491954.33578581724,761840.2974181701,522868.441946
2013-09-30,419537.94283332035,293365.6783170359,543702.7639862257,367068.4500143
2013-10-01,375163.30265153735,247525.21821086662,503398.9701850633,436441.034076
2013-10-02,405548.88751219877,275831.3394031596,531902.0748998469,414455.6550375
2013-10-03,316822.80324664555,186096.35490316036,452687.20707730355,348933.24703
2013-10-04,392998.35827404156,257366.61176677883,522822.72010525333,378109.978059
2013-10-05,584538.0137304976,460008.2283444593,709020.5369438761,540156.625057
2013-10-06,635798.5902380489,502405.7906543443,759763.9513999048,553031.424016
2013-10-07,422703.8231265603,292591.1223341541,550269.1554391027,373387.109043
2013-10-08,377445.24782306305,238554.9246780018,518354.2727503922,326726.7240121
2013-10-09,398169.90852205094,262572.0789156118,522389.2096134388,322529.418957
2013-10-10,311206.27859661554,173169.00074750985,446866.77497241047,305047.0980576
2013-10-11,382244.42159297905,247864.48808076023,513852.013586754,402913.849028
2013-10-12,571366.0677313621,441611.42493376083,701844.6456888529,426379.6909939
2013-10-13,620346.4672927968,499576.17861607886,749433.8161256224,481781.2559686
2013-10-14,407106.5776747104,282569.7682958628,538731.5923082787,342694.7209944
2013-10-15,356799.2018071689,234454.5774923407,489504.096859727,305242.569986
2013-10-16,381760.5904322961,262576.0007260658,510789.0817502463,355696.963943
2013-10-17,288130.31630010955,156409.71291513793,417617.95514256257,312949.412961
2013-10-18,360514.6939147489,222475.56698802643,491239.098007956,323327.873107
2013-10-19,549521.0190691687,428966.7214148414,686119.0506710077,488245.570001
2013-10-20,598887.7691422603,463133.3929748244,736322.1813145477,537713.5090483
2013-10-21,383098.9445278589,251691.02252117626,509222.07363050606,348721.327971
2013-10-22,333566.1001159068,203017.28544708627,465065.73545683245,301641.7850828
2013-10-23,356887.8874883449,228907.867277591,493155.03994165116,323105.11598
2013-10-24,268090.53055994096,145876.8383291212,391137.5464644293,276059.0800025
2013-10-25,344293.03330507886,210790.7853880203,473882.2034337104,317570.4260338
2013-10-26,536352.9076681854,411159.14483565115,666697.2276205266,452902.363914
2013-10-27,589035.9977822892,462674.283760434,714452.5657051944,512891.4830689
2013-10-28,382113.71218306146,253939.97503903642,517825.7484592663,346941.91396
2013-10-29,338372.9367805824,210794.2553763926,480019.9315062786,302332.9969864
2013-10-30,363918.08536528045,227830.6657292657,499811.67912258994,319494.7050373
2013-10-31,278134.7647241144,146357.8683975776,401713.0976356006,298195.433106
2013-11-01,353122.36805869197,221270.34670696376,487388.66086519684,403637.232955
2013-11-02,598300.1735293242,466154.55222196283,710750.4408774044,540615.555037
2013-11-03,828823.7322292349,702293.2721746812,961808.858470664,602796.556029
2013-11-04,396594.6112101979,260942.83823945597,528154.5936169625,424314.167046
2013-11-05,353332.6692488405,231742.36222318438,483464.44153618376,393322.182909
2013-11-06,385336.1148065998,260108.78846193958,516205.35498454043,386426.9788195
2013-11-07,300344.4827340741,161099.269360275,422331.6563058894,346293.3400477
2013-11-08,379237.16885083256,247835.63655486627,501221.8176962815,358473.978049
2013-11-09,573960.3538612023,440938.85581194464,692337.2865347579,513850.32307
2013-11-10,628414.3446346043,501667.59506900364,762367.420543811,587666.490239
2013-11-11,420927.22472665296,288518.31280125445,547354.4059261327,374087.890067
2013-11-12,374245.04193339555,237460.86692914166,502201.8415057703,373277.748034
2013-11-13,402961.5115633861,288717.9942813786,530466.4853693764,332279.2568851
2013-11-14,316018.62863605365,185892.31860382805,448832.11764972564,284567.4029707
2013-11-15,391644.3045506848,267446.5295414177,518754.42766807164,349383.296052
2013-11-16,583502.8526142695,459273.8865394871,709476.1038473696,524065.5881155
2013-11-17,635112.1985831158,500244.28429869306,774695.0739379338,579209.228924
2013-11-18,422460.99459359463,294123.4483376186,552419.6912153427,391945.551999
2013-11-19,377589.6442022469,254626.05304193735,519064.0610211938,329455.2710234
2013-11-20,402745.8863232696,266441.05558288895,545827.4776424262,354337.734795
2013-11-21,318134.6977461084,184412.9728978931,456229.02644463937,298047.047965
2013-11-22,391123.70988459827,270453.076953259,521096.48702808673,340734.213038
2013-11-23,582629.5437214477,459365.4837055087,710801.8059255953,485544.298837
2013-11-24,634600.2920944906,495450.4352497267,763700.5902393374,550925.293106
2013-11-25,423256.6038707542,294775.50035447424,555558.5884153645,365965.5090102
2013-11-26,378890.46307232266,236491.15616069152,501541.84307409596,323292.830024
2013-11-27,404288.0925321927,286379.1348144055,539046.2715605302,337083.286026
2013-11-28,319492.64899616846,195920.1889588265,450378.79339031124,305982.981947
2013-11-29,399143.80805269815,271973.71845168684,535293.1227652198,357000.404165
2013-11-30,595517.3717347074,476429.38559378684,726837.229737877,541977.655801
2013-12-01,652958.9413802249,520872.0024797117,790494.5614938164,698217.128989
2013-12-02,450756.62808843,317736.56690957997,583070.0468513767,495488.366984
2013-12-03,417635.01861598284,280774.1514591499,556179.1173259855,424438.046973
2013-12-04,454211.2617838956,320421.5775329334,580140.9194543845,424147.0459855
2013-12-05,376423.38189331064,237439.43214909636,499558.0592097155,386406.804985
2013-12-06,462418.4871012663,327573.554913417,584753.2553906841,432661.755068
2013-12-07,665208.1587114043,530386.9695848392,784992.4648559458,537181.319801
2013-12-08,728681.6658828603,605837.5918579188,860453.7341896592,588855.895921
2013-12-09,529328.511725504,408125.214701387,662996.7334347405,442309.3141075
2013-12-10,499164.0722133492,361949.88260299177,628786.3254373726,414421.695986
2013-12-11,535639.8174430723,405358.02848231496,658662.4390387877,422957.198908
2013-12-12,460446.6129399807,332334.0116821021,592267.6355231336,384256.080979
2013-12-13,545996.8820783078,415926.32800138684,671044.2590393199,434657.0129787
2013-12-14,749518.4973276753,618583.574986796,879243.14268774,554911.917024
2013-12-15,812490.1364206674,686324.8398303302,941257.0137291776,642015.7758165
2013-12-16,613724.7962234434,484544.1413589137,737684.7077414892,516060.290853
2013-12-17,577914.9165445184,446044.9113315366,692958.5697228622,480470.71684249997
2013-12-18,613116.3057100559,488649.1556041051,740507.2391092876,527481.336925
2013-12-19,533917.3456173327,405703.5614353853,662406.7231617597,507461.038187
2013-12-20,615768.3082596445,485554.6287215393,747980.0575899344,544104.2676365
2013-12-21,811504.2022661348,677564.4341124103,942658.3586840518,685673.07474
2013-12-22,865746.36464046,737623.6496228459,1002362.2016776853,696295.146867
2013-12-23,654883.9817593053,533101.8263764961,784709.2617222036,792865.284427
2013-12-24,609704.9025818228,481500.66681964806,739762.4249868524,620663.290732
2013-12-26,542119.436644609,405084.6587576362,669847.8861860774,470731.1624137
2013-12-27,613041.4416454616,488007.4560659316,751759.9169736302,479314.968043
2013-12-28,797858.4068956866,671027.2748673019,938303.1823160778,556952.3059789999
2013-12-29,841474.994511781,706629.6551352168,960788.4698235205,499719.5049237
2013-12-30,619457.8664573431,495474.62739450036,748852.0921441163,635134.7358515
2013-12-31,562989.0162634037,437463.9159228062,682340.5002840842,507264.6630475
2014-01-01,-86640.6713911916,-216293.40634172616,45374.80033587871,8602.065404
2014-01-02,472873.61357644433,344698.76335578325,604926.019940158,801011.226041
2014-01-03,533035.9428136598,403592.3654930236,662061.6522620382,680672.845603
2014-01-04,712365.4192289028,577660.7379193763,843006.5623856675,936628.8866039
2014-01-05,751732.0700767016,621335.7298413067,882173.7034991066,949618.78894
2014-01-06,527660.3487037069,396613.3370743854,662724.5604255593,602268.564009
2014-01-07,471199.258723462,337501.11663293524,597617.8950154899,563450.5988595
2014-01-08,482992.32269859704,354292.9030756992,618005.5260686514,636176.853478
2014-01-09,383499.9582642401,241963.08382676612,514643.31871935073,496377.933414
2014-01-10,450266.07752802427,317959.78527650255,580788.7588137484,543055.329066
2014-01-11,632677.1683511746,497381.80536543415,753161.1202611666,787321.455619
2014-01-12,676088.4438711603,546607.0325509668,815142.5248605044,844633.598917
2014-01-13,456159.888256868,322216.1091884351,582414.4275057547,555547.0150185
2014-01-14,406194.1720504526,267430.90531402244,533891.418379784,502643.104285
2014-01-15,429645.5549927108,299040.5209950028,563161.2859125461,567067.469069
2014-01-16,337155.2969330536,213582.4876162115,467605.6542181873,502789.214207
2014-01-17,409453.40713010065,263564.3367994135,542395.1690823474,542937.915657
2014-01-18,598546.1469511412,475242.44282336213,723766.6271388414,786779.8899055
